22052000000,Троицкий,р-н,1
22020000000,Косихинский,р-н,1
22034000000,Первомайский,р-н,1
22048000000,Тальменский,р-н,1
22058000000,Целинный,р-н,1
22045000000,Солтонский,р-н,1
22021000000,Красногорский,р-н,1
22011000000,Ельцовский,р-н,1
22016000000,Зональный,р-н,1
23017000000,Крыловский,р-н,1
23015000000,Кореновский,р-н,1
23004000000,Апшеронский,р-н,1
23006000000,Белореченский,р-н,1
23007000000,Брюховецкий,р-н,1
23010000000,Динской,р-н,1
23020000000,Кущевский,р-н,1
23012000000,Кавказский,р-н,1
23003000000,Анапский,р-н,1
23013000000,Калининский,р-н,1
23014000000,Каневской,р-н,1
23016000000,Красноармейский,р-н,1
23009000000,Гулькевичский,р-н,1
23011000000,Ейский,р-н,1
23021000000,Лабинский,р-н,1
23008000000,Выселковский,р-н,1
23005000000,Белоглинский,р-н,1
23002000000,Абинский,р-н,1
23018000000,Крымский,р-н,1
23019000000,Курганинский,р-н,1
23036000000,Туапсинский,р-н,1
23038000000,Усть-Лабинский,р-н,1
23033000000,Темрюкский,р-н,1
24002000000,Абанский,р-н,1
23030000000,Славянский,р-н,1
23037000000,Успенский,р-н,1
23022000000,Ленинградский,р-н,1
24003000000,Ачинский,р-н,1
23034000000,Тимашевский,р-н,1
23027000000,Павловский,р-н,1
23039000000,Щербиновский,р-н,1
23026000000,Отрадненский,р-н,1
23024000000,Новокубанский,р-н,1
23032000000,Тбилисский,р-н,1
23029000000,Северский,р-н,1
23031000000,Староминский,р-н,1
23023000000,Мостовский,р-н,1
23028000000,Приморско-Ахтарский,р-н,1
24004000000,Балахтинский,р-н,1
23035000000,Тихорецкий,р-н,1
23025000000,Новопокровский,р-н,1
24011000000,Дзержинский,р-н,1
24016000000,Иланский,р-н,1
24006000000,Бирилюсский,р-н,1
24009000000,Большемуртинский,р-н,1
24012000000,Емельяновский,р-н,1
24041000000,Уярский,р-н,1
24021000000,Кежемский,р-н,1
24019000000,Канский,р-н,1
24036000000,Сухобузимский,р-н,1
24039000000,Тюхтетский,р-н,1
24010000000,Большеулуйский,р-н,1
24042000000,Шарыповский,р-н,1
24031000000,Партизанский,р-н,1
24034000000,Саянский,р-н,1
24022000000,Козульский,р-н,1
24029000000,Нижнеингашский,р-н,1
24007000000,Боготольский,р-н,1
24037000000,Тасеевский,р-н,1
24043000000,Шушенский,р-н,1
24040000000,Ужурский,р-н,1
24014000000,Ермаковский,р-н,1
24030000000,Новоселовский,р-н,1
24048000000,"Таймырский Долгано-Ненецкий",р-н,1
24017000000,Ирбейский,р-н,1
24020000000,Каратузский,р-н,1
24028000000,Назаровский,р-н,1
24013000000,Енисейский,р-н,1
24025000000,Манский,р-н,1
24038000000,Туруханский,р-н,1
24032000000,Пировский,р-н,1
24027000000,Мотыгинский,р-н,1
24018000000,Казачинский,р-н,1
24035000000,Северо-Енисейский,р-н,1
24033000000,Рыбинский,р-н,1
24023000000,Краснотуранский,р-н,1
24026000000,Минусинский,р-н,1
24024000000,Курагинский,р-н,1
24015000000,Идринский,р-н,1
24005000000,Березовский,р-н,1
24044000000,Эвенкийский,р-н,1
24008000000,Богучанский,р-н,1
26018000000,Нефтекумский,р-н,1
25012000000,Октябрьский,р-н,1
25022000000,Хорольский,р-н,1
25011000000,Надеждинский,р-н,1
26003000000,Андроповский,р-н,1
25008000000,Лазовский,р-н,1
26015000000,Курский,р-н,1
25010000000,Михайловский,р-н,1
25014000000,Партизанский,р-н,1
25023000000,Черниговский,р-н,1
25015000000,Пограничный,р-н,1
26007000000,Буденновский,р-н,1
25021000000,Хасанский,р-н,1
26008000000,Георгиевский,р-н,1
26021000000,Петровский,р-н,1
26012000000,Кировский,р-н,1
26016000000,Левокумский,р-н,1
25018000000,Тернейский,р-н,1
25017000000,Спасский,р-н,1
26011000000,Ипатовский,р-н,1
25020000000,Ханкайский,р-н,1
26017000000,Минераловодский,р-н,1
26005000000,Арзгирский,р-н,1
25025000000,Шкотовский,р-н,1
26013000000,Кочубеевский,р-н,1
25013000000,Ольгинский,р-н,1
25019000000,Уссурийский,р-н,1
26014000000,Красногвардейский,р-н,1
26009000000,Грачевский,р-н,1
26002000000,Александровский,р-н,1
25006000000,Кировский,р-н,1
25004000000,Дальнереченский,р-н,1
25007000000,Красноармейский,р-н,1
25016000000,Пожарский,р-н,1
26006000000,Благодарненский,р-н,1
26020000000,Новоселицкий,р-н,1
26010000000,Изобильненский,р-н,1
25024000000,Чугуевский,р-н,1
25002000000,Анучинский,р-н,1
25026000000,Яковлевский,р-н,1
26019000000,Новоалександровский,р-н,1
26004000000,Апанасенковский,р-н,1
25005000000,Кавалеровский,р-н,1
28017000000,Сковородинский,р-н,1
26022000000,Предгорный,р-н,1
28018000000,Тамбовский,р-н,1
28020000000,Шимановский,р-н,1
26025000000,Труновский,р-н,1
28003000000,Белогорский,р-н,1
28019000000,Тындинский,р-н,1
28004000000,Бурейский,р-н,1
27005000000,Ванинский,р-н,1
26023000000,Советский,р-н,1
27018000000,Хабаровский,р-н,1
29003000000,Верхнетоемский,р-н,1
27012000000,Николаевский,р-н,1
28011000000,Михайловский,р-н,1
27002000000,Амурский,р-н,1
27016000000,Тугуро-Чумиканский,р-н,1
28010000000,Мазановский,р-н,1
27011000000,Нанайский,р-н,1
28015000000,Селемджинский,р-н,1
27003000000,Аяно-Майский,р-н,1
28014000000,Свободненский,р-н,1
27014000000,Советско-Гаванский,р-н,1
27017000000,Ульчский,р-н,1
28001000000,Благовещенский,р-н,1
27013000000,Охотский,р-н,1
27010000000,Комсомольский,р-н,1
28013000000,Ромненский,р-н,1
28012000000,Октябрьский,р-н,1
28007000000,Ивановский,р-н,1
28016000000,Серышевский,р-н,1
28008000000,Константиновский,р-н,1
28005000000,Завитинский,р-н,1
29006000000,Каргопольский,р-н,1
29004000000,Вилегодский,р-н,1
26024000000,Степновский,р-н,1
28002000000,Архаринский,р-н,1
27004000000,Бикинский,р-н,1
27008000000,"Имени Лазо",р-н,1
27006000000,Верхнебуреинский,р-н,1
27009000000,"Имени Полины Осипенко",р-н,1
27015000000,Солнечный,р-н,1
26026000000,Туркменский,р-н,1
29002000000,Вельский,р-н,1
27007000000,Вяземский,р-н,1
28006000000,Зейский,р-н,1
26027000000,Шпаковский,р-н,1
29001000000,Приморский,р-н,1
28009000000,Магдагачинский,р-н,1
29005000000,Виноградовский,р-н,1
31004000000,Валуйский,р-н,1
29007000000,Коношский,р-н,1
29012000000,Мезенский,р-н,1
30006000000,Камызякский,р-н,1
31006000000,Волоконовский,р-н,1
29008000000,Котласский,р-н,1
29016000000,Плесецкий,р-н,1
29009000000,Красноборский,р-н,1
29013000000,Няндомский,р-н,1
31003000000,Борисовский,р-н,1
29014000000,Онежский,р-н,1
31005000000,Вейделевский,р-н,1
29010000000,Ленский,р-н,1
30002000000,Ахтубинский,р-н,1
30005000000,Икрянинский,р-н,1
30008000000,Лиманский,р-н,1
30012000000,Черноярский,р-н,1
29017000000,Устьянский,р-н,1
29020000000,Соловецкий,р-н,1
29011000000,Лешуконский,р-н,1
29019000000,Шенкурский,р-н,1
30009000000,Наримановский,р-н,1
30004000000,Енотаевский,р-н,1
30003000000,Володарский,р-н,1
31007000000,Грайворонский,р-н,1
30010000000,Приволжский,р-н,1
30007000000,Красноярский,р-н,1
30011000000,Харабалинский,р-н,1
29015000000,Пинежский,р-н,1
29018000000,Холмогорский,р-н,1
31002000000,Алексеевский,р-н,1
31010000000,Корочанский,р-н,1
32001000000,Брянский,р-н,1
31021000000,Яковлевский,р-н,1
31017000000,Ровеньский,р-н,1
31019000000,Чернянский,р-н,1
31020000000,Шебекинский,р-н,1
31022000000,Белгородский,р-н,1
31018000000,Старооскольский,р-н,1
31013000000,Краснояружский,р-н,1
31015000000,Прохоровский,р-н,1
31016000000,Ракитянский,р-н,1
31014000000,Новооскольский,р-н,1
31009000000,Ивнянский,р-н,1
31008000000,Губкинский,р-н,1
31011000000,Красненский,р-н,1
31012000000,Красногвардейский,р-н,1
32002000000,Брасовский,р-н,1
32003000000,Выгоничский,р-н,1
32004000000,Гордеевский,р-н,1
32005000000,Дубровский,р-н,1
32019000000,Погарский,р-н,1
32018000000,Новозыбковский,р-н,1
32025000000,Суражский,р-н,1
32015000000,Красногорский,р-н,1
32023000000,Стародубский,р-н,1
32024000000,Суземский,р-н,1
32022000000,Севский,р-н,1
32007000000,Жирятинский,р-н,1
32008000000,Жуковский,р-н,1
32009000000,Злынковский,р-н,1
32027000000,Унечский,р-н,1
32026000000,Трубчевский,р-н,1
32020000000,Почепский,р-н,1
32021000000,Рогнединский,р-н,1
32011000000,Клетнянский,р-н,1
32012000000,Климовский,р-н,1
32013000000,Клинцовский,р-н,1
32014000000,Комаричский,р-н,1
32016000000,Мглинский,р-н,1
32017000000,Навлинский,р-н,1
32010000000,Карачевский,р-н,1
32006000000,Дятьковский,р-н,1
33007000000,Киржачский,р-н,1
33012000000,Петушинский,р-н,1
33002000000,Александровский,р-н,1
33003000000,Вязниковский,р-н,1
33008000000,Ковровский,р-н,1
33009000000,Кольчугинский,р-н,1
33011000000,Муромский,р-н,1
33013000000,Селивановский,р-н,1
33014000000,Собинский,р-н,1
33017000000,Юрьев-Польский,р-н,1
33006000000,Камешковский,р-н,1
33016000000,Суздальский,р-н,1
33004000000,Гороховецкий,р-н,1
33005000000,Гусь-Хрустальный,р-н,1
33010000000,Меленковский,р-н,1
33015000000,Судогодский,р-н,1
34013000000,Клетский,р-н,1
34010000000,Калачевский,р-н,1
34004000000,Городищенский,р-н,1
34006000000,Дубовский,р-н,1
34016000000,Кумылженский,р-н,1
34027000000,Серафимовичский,р-н,1
34012000000,Киквидзенский,р-н,1
34003000000,Быковский,р-н,1
34005000000,Даниловский,р-н,1
34007000000,Еланский,р-н,1
34008000000,Жирновский,р-н,1
34009000000,Иловлинский,р-н,1
34031000000,Урюпинский,р-н,1
34021000000,Новоаннинский,р-н,1
34017000000,Ленинский,р-н,1
34029000000,Старополтавский,р-н,1
34033000000,Чернышковский,р-н,1
34032000000,Фроловский,р-н,1
34026000000,Светлоярский,р-н,1
34028000000,Среднеахтубинский,р-н,1
34018000000,Михайловский,р-н,1
34023000000,Ольховский,р-н,1
34022000000,Октябрьский,р-н,1
34024000000,Палласовский,р-н,1
34030000000,Суровикинский,р-н,1
34011000000,Камышинский,р-н,1
34014000000,Котельниковский,р-н,1
34025000000,Руднянский,р-н,1
34015000000,Котовский,р-н,1
34020000000,Николаевский,р-н,1
34002000000,Алексеевский,р-н,1
34019000000,Нехаевский,р-н,1
34034000000,Новониколаевский,р-н,1
35012000000,Кирилловский,р-н,1
35025000000,Череповецкий,р-н,1
35010000000,Грязовецкий,р-н,1
36004000000,Богучарский,р-н,1
35022000000,Устюженский,р-н,1
35020000000,Тотемский,р-н,1
35018000000,Сямженский,р-н,1
35004000000,Белозерский,р-н,1
35002000000,Бабаевский,р-н,1
35016000000,Нюксенский,р-н,1
35008000000,Вожегодский,р-н,1
36002000000,Аннинский,р-н,1
36005000000,Борисоглебский,р-н,1
35011000000,Кадуйский,р-н,1
35019000000,Тарногский,р-н,1
35005000000,Вашкинский,р-н,1
36003000000,Бобровский,р-н,1
35014000000,Междуреченский,р-н,1
35006000000,Великоустюгский,р-н,1
35001000000,Вологодский,р-н,1
35026000000,Шекснинский,р-н,1
35024000000,Чагодощенский,р-н,1
35015000000,Никольский,р-н,1
35003000000,Бабушкинский,р-н,1
